link,Price,Year,Mileage,Fuel,Transmission,EngineCapacity,Power,Color,Doors,Location
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-fv9f4x,11 708 651 Ft,2024,21 390 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-pdf98y,11 708 651 Ft,2023,21 061 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-ht34kv,11 708 651 Ft,2024,23 047 km,dízel,automata,1 499 cm³,85 kW (116 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-85xmvv,11 708 651 Ft,2024,5 622 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-a2rh3f,11 708 651 Ft,2024,8 713 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-4rx8wr,11 708 651 Ft,2024,28 999 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-aut-active-x-led-navi-acc-cam-winterpaket-hirdetesid-43htwd,11 708 651 Ft,2024,30 950 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-aut-st-line-led-navi-cam-winterpaket-acc-hirdetesid-6s9vpb,11 708 651 Ft,2024,13 850 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-9nh5na,11 726 230 Ft,2024,23 646 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-1-5-ecoblue-turnier-auto-1-hand-autom-hirdetesid-s23mce,,2023,13 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-st-line-x-hirdetesid-72fdsn,11 730 621 Ft,2024,25 731 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-st-line-x-hirdetesid-xxv5v6,11 730 621 Ft,2024,28 592 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-aut-matrix-acc-kamera-wi-pkt-hirdetesid-b5h2aw,11 747 754 Ft,2024,15 909 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-ru37ep,11 752 588 Ft,2023,37 321 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-active-plusz-ganzjahresreifen-winter-paket-hirdetesid-8d4efn,11 767 964 Ft,2024,23 300 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-a8xhy6,11 840 454 Ft,2024,14 081 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-dsu8m6,11 840 454 Ft,2023,33 642 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-automatik-acc-totwinkel-hirdetesid-x83yeb,,2023,17 990 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-5pf3km,11 897 564 Ft,2024,18 037 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-lim-st-line-x-automatik-kamera-pano-d-hirdetesid-s3pfx6,11 899 764 Ft,2023,13 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-ahk-acc-hud-led-rfk-wint-hirdetesid-addb34,11 901 959 Ft,2023,37 989 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-gjr-verkehrszeichenerkennung-winterpaket--hirdetesid-m3eb7e,11 901 959 Ft,2023,5 826 km,dízel,automata,1 500 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-1-5-ecoblue-eu6e-hirdetesid-27abef,11 901 959 Ft,2024,20 785 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-b5wtx9,11 904 155 Ft,2024,20 936 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-z2zzp2,11 904 155 Ft,2024,18 981 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-hud-navi-led-acc-el-klappe-hirdetesid-3pd2ny,11 905 915 Ft,2024,24 704 km,dízel,automata,1 499 cm³,85 kW (116 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-bluetooth-navi-led-klima-el-fenster-hirdetesid-nm4ve3,11 906 354 Ft,2023,13 997 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-x-led-navi-kamera-hirdetesid-pw2ke5,11 906 354 Ft,2023,19 400 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-st-line-automatik-navi-hirdetesid-d6h9xn,11 906 354 Ft,2023,17 550 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-st-line-pdc-sitzheizung-hirdetesid-2ptub8,11 928 317 Ft,2024,10 787 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-e-blue-aut-titanium-x-plusz-iacc-plusz-gjr-hirdetesid-w6ks4y,11 928 317 Ft,2023,22 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-a92evr,11 928 317 Ft,2024,3 988 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-6pyw3r,11 928 317 Ft,2024,12 835 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-86kpzn,11 928 317 Ft,2024,6 543 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-5mtm9t,11 928 317 Ft,2024,8 299 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-5nbxw2,11 928 317 Ft,2024,3 340 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-dm7s9v,11 928 317 Ft,2024,6 632 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-3nzr4s,11 928 317 Ft,2024,7 106 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-aut-active-x-led-navi-acc-cam-winterpaket-hirdetesid-a98ffy,11 928 317 Ft,2024,17 700 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-active-x-navi-shz-hud-kamera--hirdetesid-nd6yc5,11 941 498 Ft,2024,10 200 km,dízel,,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-led-plusz-ahk-plusz-kamera-plusz-winterpaket-hirdetesid-nar58t,11 941 498 Ft,2023,24 442 km,dízel,automata,1 498 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-115ps-auto-ergo-sitz-bo-fahre-hirdetesid-wx43xx,11 941 498 Ft,2023,15 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-aut-st-line-x-hirdetesid-ty5xb9,11 945 892 Ft,2023,20 271 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-active-x-bor-ahk-led-acc-kamera-17col-hirdetesid-ysr9b6,11 945 892 Ft,2024,26 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-hud-plusz-matrix-acc-hirdetesid-ym39sr,11 945 892 Ft,2023,66 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-active-x-fla-acc-ahk-hirdetesid-d3s5au,11 945 892 Ft,2023,33 500 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-5kwrm5,11 945 892 Ft,2024,29 387 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-t7zh3c,11 945 892 Ft,2023,23 699 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-k9kk7s,11 945 892 Ft,2024,20 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-hirdetesid-f2ae6c,11 945 892 Ft,2024,23 700 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-pano-rfk-navi-ahk-hirdetesid-u9u3eh,11 945 892 Ft,2021,61 000 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-aut-matrix-acc-kamera-wi-pkt-hirdetesid-m7fdd5,11 981 036 Ft,2024,11 631 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-matrix-acc-rfk-wi-pkt-gjr-hirdetesid-whht32,11 989 387 Ft,2024,20 390 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-performance-hirdetesid-vxh6w4,12 004 237 Ft,2022,44 301 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-pano-sportpaket-bluetooth-navi-led-klima-hirdetesid-7vkm8y,12 086 831 Ft,2022,51 636 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-recarokameramatrixkeynavwinterpaket-hirdetesid-u82nwk,12 088 897 Ft,2021,43 186 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-sportpaket-bluetooth-navi-klima-hirdetesid-xz35xs,12 095 264 Ft,2023,20 272 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-st-line-x-ahk-plusz-led-plusz-hirdetesid-36pest,12 123 817 Ft,2024,17 711 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-h4va8c,12 147 983 Ft,2024,15 181 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-2yu9kh,12 147 983 Ft,2024,5 212 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-4c7nmc,12 147 983 Ft,2024,11 359 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-9mkcu7,12 147 983 Ft,2024,3 554 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-th5zy2,12 147 983 Ft,2024,3 150 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-st-line-x-aut-acc-ahk-kamera-ambiente-hirdetesid-mrc9e9,12 165 554 Ft,2023,23 999 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-active-x-1-5-ecoblue-schiebdach-ahk-hirdetesid-3r5fzd,12 165 554 Ft,2024,21 900 km,dízel,automata,1 499 cm³,85 kW (116 LE),,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-active-x-turnier-autom-acc-kamera-pano--hirdetesid-65trcy,12 165 554 Ft,2024,16 350 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-turnier-1-5-ecoblue-navi-led-dab-eu6d-hirdetesid-35wupd,12 165 554 Ft,2023,15 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-b3d7dm,12 165 554 Ft,2024,34 489 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-automatik-led-fahrerassistenz-paket-ii-hirdetesid-xhk55x,12 191 912 Ft,2024,12 100 km,dízel,automata,1 499 cm³,85 kW (116 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-3xs2xf,12 191 912 Ft,2024,24 575 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-7ynvr4,12 191 916 Ft,2024,11 555 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-ahk-acc-led-kamera-hud-w-hirdetesid-xf53te,12 235 849 Ft,2023,24 902 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-1-5-ecoblue-panoramadach-hirdetesid-krm6n5,12 249 030 Ft,2024,14 214 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-x-automatik-sync4-kamera-assistenz-p-hirdetesid-e3y6xy,,2023,10 189 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-automatik-garantie-gjr-hirdetesid-58uzrs,12 257 812 Ft,2024,16 600 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-49vust,12 279 778 Ft,2024,6 750 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-r4txs9,12 279 778 Ft,2024,5 621 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-3b2ncn,12 279 778 Ft,2024,11 648 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-dbay83,12 279 778 Ft,2024,11 643 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-a4a6wf,12 279 778 Ft,2024,11 485 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-e3nbc4,12 279 778 Ft,2024,27 753 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-7c3yhe,12 279 778 Ft,2024,13 248 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-hirdetesid-chbd92,12 293 316 Ft,2020,21 300 km,benzin,manuális/kézi,2 261 cm³,228 kW (310 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-automatik-allwetterreifen-hirdetesid-5h7awp,12 341 287 Ft,2024,12 500 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turn-1-5-ecoblue-titanium-navi-kamera-led-kl-hirdetesid-n77tfe,12 367 645 Ft,2024,24 222 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-sb7wr9,12 367 645 Ft,2024,26 843 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-titanium-x-navimatrixcamacc-hirdetesid-8t8wvn,12 376 434 Ft,2022,56 765 km,benzin,automata,1 496 cm³,134 kW (182 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-active-x-turnier-ahk-44--hirdetesid-ntb79a,12 380 825 Ft,2024,5 418 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-led-plusz-navi-plusz-kamera-plusz-winterpaket-hirdetesid-fx7ra3,12 380 825 Ft,2023,32 727 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-st-line-x-acc-plusz-ahk-plusz-led-hirdetesid-eh3m5w,12 380 825 Ft,2024,16 754 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-autom-navi-plusz-led-plusz-rfk-plusz-hud-plusz-shz-plusz-iacc-plusz-p-dach-plusz-ahk-hirdetesid-ch8vb6,12 385 216 Ft,2024,19 754 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-1-5-ahk-acc-hud-led-winter-pkt-hirdetesid-9z3yxy,12 385 216 Ft,2023,30 576 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-kamera-acc-twa-fahrerassistenz-paket-bo-hirdetesid-bd3cy6,12 385 216 Ft,2024,6 900 km,dízel,automata,1 499 cm³,85 kW (116 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-2kswu2,12 385 216 Ft,2024,23 405 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-system-aut-hirdetesid-5su6bs,12 385 216 Ft,2024,30 039 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-led-winterpaket-automatik-hirdetesid-8f6kdw,12 385 216 Ft,2024,27 846 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-automatik-hirdetesid-s7whh3,12 385 220 Ft,2023,24 870 km,dízel,,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-titanium-automata-utolso-rendeles-tobbfele-extraval-szinben-elerheto-hirdetesid-a28udm,12 430 000 Ft,2025,5 km,dízel,tiptronik,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Könyves Kálmán körút 3."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-led-acc-el-heckklappe-hirdetesid-w9xsk3,12 495 673 Ft,2023,20 900 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-active-plusz-winter-headup-hirdetesid-p29xca,12 499 883 Ft,2024,25 412 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
