link,Price,Year,Mileage,Fuel,Transmission,EngineCapacity,Power,Color,Doors,Location
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-bo-tech-paket-winter-paket-hirdetesid-5xbrc4,14 102 990 Ft,2022,7 444 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-2-3-ecoboost-eu6d-mit-viel-ausstattung-top-hirdetesid-w6dcw4,14 106 259 Ft,2022,17 790 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-turnier-280ps-easy-parkingwinter-paket-hirdetesid-n5az9t,14 133 742 Ft,2022,38 015 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-plusz-styling-paket-plusz-blis-plusz-rfk-hirdetesid-3yk2yt,14 138 133 Ft,2022,20 100 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-edition-kw-recaro-bo-led-19-acc-hud-hirdetesid-xrnm69,14 151 686 Ft,2021,19 500 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-ahk-navi-headup-acc-autom-rfk-s-hirdetesid-52uczb,14 261 147 Ft,2024,18 040 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-hirdetesid-nc7dc3,14 498 384 Ft,2024,3 597 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-track-pack-bo-led-navi-hirdetesid-68nnyr,14 502 712 Ft,2023,18 000 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-2-3-ecoboost-bo-led-head-up-kamera-hirdetesid-hce65d,14 560 528 Ft,2024,22 800 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-lim-st-x-2-3-ecoboost-led-acc-head-up-bo-hirdetesid-r49chx,14 564 280 Ft,2023,43 602 km,benzin,automata,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-pano-acc-r-kam-bo-hud-hirdetesid-5c4adz,14 564 656 Ft,2023,20 093 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-sportpaket-bluetooth-head-up-display-hirdetesid-v6czm9,14 564 656 Ft,2023,6 047 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-lim-st-x-2-3l-led-bo-acc--hirdetesid-a32rbm,14 761 979 Ft,2023,28 100 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-2-3-st-x-milltek-sportauspuff-8-fach-hirdetesid-3dsn9b,14 771 142 Ft,2023,42 000 km,benzin,automata,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-2-3-ecoboost-led-acc-head-up-bo-hirdetesid-ef3bk9,14 801 518 Ft,2023,24 012 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-x-dach-bosound-winterpaket-hirdetesid-9csc5b,14 801 518 Ft,2023,54 580 km,benzin,automata,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-st-x-track-pack-bo-acc-rfk-pdc-hirdetesid-7bxxn4,14 805 909 Ft,2023,16 431 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoboost-hybrid-active-hirdetesid-ku43he,14 915 742 Ft,2024,7 000 km,benzin,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-x-2-3-ecoboost-hirdetesid-4f7wfs,14 940 460 Ft,2022,21 900 km,benzin,automata,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-lim-st-x-sport-head-up-styling-paket-hirdetesid-h45prc,14 977 627 Ft,2022,6 329 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-hirdetesid-mxn98c,15 003 612 Ft,2023,21 324 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-recaropanohudbokameraledelheck-hirdetesid-6ns9bc,15 021 184 Ft,2023,39 257 km,benzin,automata,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-vignale-schw-ahk-u-allofutes-hirdetesid-d72fpn,15 021 184 Ft,2024,6 000 km,dízel,automata,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-hirdetesid-p3hs7s,,2023,15 176 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-2-3-ecoboost-ss-aut-st-x-hirdetesid-6ab6zf,,2023,41 000 km,benzin,automata,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-st-x-track-pack-bo-acc-rfk-pdc-hirdetesid-rv8t4x,15 311 136 Ft,2023,7 543 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-eb-aut-st-x-nav-plusz-led-plusz-hud-plusz-bangolufsen-hirdetesid-ry35pc,,2023,28 450 km,benzin,automata,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-2-3-ecoboost-x-s-s-euro-6d-hirdetesid-4r9rvx,15 390 597 Ft,2024,11 400 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-turnier-2-3-ecoboost-plusz-hud-plusz-ahk-plusz-winterpaket-plusz-19-hirdetesid-h5yv6w,15 407 789 Ft,2022,3 343 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-lim-st-hirdetesid-6mh3tk,15 420 965 Ft,2022,13 000 km,benzin,automata,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-st-x-track-pack-bo-acc-rfk-pdc-hirdetesid-d6rku3,15 442 936 Ft,2023,19 581 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-pano-rfk-bo-hirdetesid-u3a5pk,15 460 508 Ft,2023,19 986 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-hr-motec-pano-rfk-led-abstand--hirdetesid-e4tn8d,,2023,28 500 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-hirdetesid-p93xwe,15 700 823 Ft,2023,8 560 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-hirdetesid-d3eb4d,15 794 397 Ft,2023,8 178 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-2-3-ecoboost-st-x-hirdetesid-bv6af9,15 794 397 Ft,2023,7 850 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-x-hud-plusz-led-plusz-bo-plusz-pano-plusz-kamera-plusz-dab-hirdetesid-5yrt6z,15 803 571 Ft,2023,18 114 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-track-pack-hirdetesid-23xthb,15 838 327 Ft,2023,12 492 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-st-x-track-pack-bo-acc-rfk-pdc-hirdetesid-3enut5,,2023,10 783 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-st-x-track-pack-bo-acc-pdc-hirdetesid-7ze2rc,15 855 906 Ft,2024,17 500 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-2-3-panoramadach-led-kamera-head-up-hirdetesid-f37hxw,15 895 444 Ft,2024,18 450 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-led-matrix-plusz-alarmanlage-plusz-st-sportfahrwerk-plusz-dach-hirdetesid-58nfbd,15 899 835 Ft,2023,19 800 km,benzin,automata,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-edition-2-wege-kw-gewindefahrwerk-hirdetesid-5hrfp7,16 216 542 Ft,2024,5 000 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-ss-st-x-hirdetesid-ze2a7y,16 315 440 Ft,2023,6 862 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-bo-kamera-led-hirdetesid-9xupv5,16 321 592 Ft,2023,16 185 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-turnier-matrix-led-19lm-navi-pdc-rfk-hirdetesid-k4hp8x,16 321 592 Ft,2023,22 392 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-2-3-ecoboost-x-aut-bo-kamera-led-hirdetesid-4wzsm6,16 339 163 Ft,2024,5 490 km,benzin,automata,2 261 cm³,206 kW (280 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-2-3l-eb-280ps-hirdetesid-czz97k,16 466 564 Ft,2023,7 000 km,benzin,automata,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-2-3-ecoboost-st-rendelheto-hirdetesid-vurr57,,2024,5 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),,5 ajtó,"Budapest, Kerepesi út 105."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-track-pack-bo-fgs-5j-hirdetesid-aw24uu,16 558 829 Ft,2023,16 500 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-led-bo-trak-pack-hirdetesid-v4asm5,16 629 512 Ft,2024,7 000 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-hirdetesid-c53usv,16 738 949 Ft,2024,10 028 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-x-hirdetesid-4f6xvr,16 778 487 Ft,2024,6 500 km,benzin,automata,2 261 cm³,206 kW (280 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-2-3-ecoboost-st-utolso-st-keszletrol-azonnal-elviheto-hirdetesid-wwf77t,16 860 000 Ft,2025,10 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),zöld,5 ajtó,"Budapest, Könyves Kálmán körút 3."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-2-3-ecoboost-st-az-utolso-augusztusi-erkezessel-hirdetesid-dcbe79,16 860 000 Ft,2025,5 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),,5 ajtó,"Budapest, Védgát utca 45. (Csepel)"
